Date,LT,upper,lower
2019-04-18,1360.7,1410.1573449401428,1344.9997979170014
2019-04-22,1360.15,1409.287265476826,1342.2770202374616
2019-04-23,1348.2,1400.5121760127734,1341.9092525586568
2019-04-24,1360.65,1387.2713811124818,1348.135761744663
2019-04-25,1355.15,1385.7382803577268,1346.3974339279896
2019-04-26,1358.2,1385.3532722157818,1345.2824420699346
2019-04-30,1348.55,1384.7693820650577,1342.259189363516
2019-05-02,1358.75,1382.9993028143365,1341.9006971856654
2019-05-03,1363.6,1380.8491215122262,1342.3937356306324
2019-05-06,1352.7,1379.1443789389016,1341.4056210611004
2019-05-07,1366.6,1375.8569698888564,1343.0644586825738
2019-05-08,1360.35,1375.8054599287548,1343.0373972141037
2019-05-09,1356.45,1375.7963751093898,1342.9821963191825
2019-05-10,1355.5,1368.0290740506618,1347.0494973779107
2019-05-13,1317.65,1378.0400368997157,1330.8885345288568
